network,tower_id,tower_name,tower_lat,tower_lon,nearest_layer_site,nearest_layer_km,nearest_layer_obs,nearest_fraction_site,nearest_fraction_km,nearest_fraction_obs,nearest_flux_site,nearest_flux_km,nearest_flux_obs,nearest_incubation_site,nearest_incubation_km,nearest_incubation_obs,nearest_interstitial_site,nearest_interstitial_km,nearest_interstitial_obs,nearest_eligible_path,nearest_eligible_site,nearest_eligible_km,nearest_fraction_path_site,nearest_fraction_path_km,nearest_pool_resp_path_site,nearest_pool_resp_path_km,eligible_within_1km,eligible_within_25km
AmeriFlux,US-MOz,Missouri Ozark Site,38.7441,-92.2,MO Ozark BREA,0.0,34,MO Ozark BREA,0.0,30,Treynor,398.2427360299636,9,MO Ozark BREA,0.0,8,HarvardForest,1736.2143615385446,113,fraction|pool+respiration,MO Ozark BREA,0.0,MO Ozark BREA,0.0,MO Ozark BREA,0.0,True,True
AmeriFlux,US-UMB,Univ. of Mich. Biological Station,45.5598,-84.7138,MI-Coarse UMBS,0.0,48,MI-Coarse UMBS,0.0,30,Dinesen,950.9611827023183,7,MI-Coarse UMBS,0.0,13,Harvard Forest,1055.1430805536195,192,fraction|pool+respiration,MI-Coarse UMBS,0.0,MI-Coarse UMBS,0.0,MI-Coarse UMBS,0.0,True,True
AmeriFlux,US-WCr,Willow Creek,45.8059,-90.0799,Willow Creek,0.0,23,S1_Bog_MEF,319.4068433729252,27,Dinesen,617.6691460836561,7,Willow Creek,0.0,26,TH_Young_Jack_Pine,1259.2131844589733,8,pool+respiration,Willow Creek,0.0,S1_Bog_MEF,319.4068433729252,Willow Creek,0.0,True,True
AmeriFlux,US-EML,"Eight Mile Lake Permafrost thaw gradient, Healy Alaska.",63.8784,-149.2536,EML,0.0044009786779296385,9,EML,0.0044009786779296385,29,CiPEHR,0.0044009786779296385,89,CiPEHR,0.0044009786779296385,57,Ikpikpuk River,801.6335619791803,1,fraction|pool+respiration,EML,0.0044009786779296385,EML,0.0044009786779296385,EML,0.0044009786779296385,True,True
AmeriFlux,US-Ha1,Harvard Forest EMS Tower (HFR1),42.5378,-72.1715,MA Harvard Forest,0.011119492664034914,36,MA Harvard Forest,0.011119492664034914,30,Harvard Forest,0.7381252235854269,156,MA Harvard Forest,0.011119492664034914,7,Harvard Forest,0.7381252235854269,192,fraction|pool+respiration,MA Harvard Forest,0.011119492664034914,MA Harvard Forest,0.011119492664034914,MA Harvard Forest,0.011119492664034914,True,True
AmeriFlux,US-Bar,Bartlett Experimental Forest,44.0646,-71.2881,NH Bartlett Forest,0.013692435254616116,37,NH Bartlett Forest,0.013692435254616116,30,Harvard Forest,184.2486738421668,156,NH Bartlett Forest,0.013692435254616116,6,Harvard Forest,184.2486738421668,192,fraction|pool+respiration,NH Bartlett Forest,0.013692435254616116,NH Bartlett Forest,0.013692435254616116,NH Bartlett Forest,0.013692435254616116,True,True
AmeriFlux,CA-NS6,UCI-1989 burn site,55.9167,-98.9644,CZ_1989_Footprint_Fire,0.03340422536545279,4,TH_Old_Black_Spruce,30.268106098304106,16,CZ_Old_Black_Spruce,30.274180474059442,1,CZ_1989_Footprint_Fire,0.03340422536545279,3,TH_Old_Jack_Pine,21.25073312767297,8,pool+respiration,CZ_1989_Footprint_Fire,0.03340422536545279,TH_Old_Black_Spruce,30.268106098304106,CZ_1989_Footprint_Fire,0.03340422536545279,True,True
NEON,BART,Bartlett Experimental Forest NEON,44.063889,-71.287375,BART,0.0,7,NH Bartlett Forest,0.10308265795131626,30,Harvard Forest,184.19909505298475,156,NH Bartlett Forest,0.10308265795131626,6,Harvard Forest,184.19909505298475,192,fraction|pool+respiration,NH Bartlett Forest,0.10308265795131626,NH Bartlett Forest,0.10308265795131626,NH Bartlett Forest,0.10308265795131626,True,True
AmeriFlux,US-xBR,NEON Bartlett Experimental Forest (BART),44.0639,-71.2873,BART,0.0023630780218326128,2,NH Bartlett Forest,0.10507778129780308,30,Harvard Forest,184.2025971514971,156,NH Bartlett Forest,0.10507778129780308,6,Harvard Forest,184.2025971514971,192,fraction|pool+respiration,NH Bartlett Forest,0.10507778129780308,NH Bartlett Forest,0.10507778129780308,NH Bartlett Forest,0.10507778129780308,True,True
AmeriFlux,CA-NS2,UCI-1930 burn site,55.9058,-98.5247,CZ_1930burn,0.1120712293149001,15,TH_Old_Black_Spruce,4.061251422054727,16,CZ_Old_Black_Spruce,4.086065156586819,1,CZ_1930burn,0.1120712293149001,9,CZ_1930burn,0.1120712293149001,4,pool+respiration,CZ_1930burn,0.1120712293149001,TH_Old_Black_Spruce,4.061251422054727,CZ_1930burn,0.1120712293149001,True,True
AmeriFlux,CA-NS5,UCI-1981 burn site,55.8631,-98.485,CZ_1981burn,0.11793515029462323,5,TH_Old_Black_Spruce,1.5772502843411584,16,CZ_Old_Black_Spruce,1.546868116500175,1,CZ_1981burn,0.11793515029462323,7,CZ_Old_Black_Spruce,1.546868116500175,1,pool+respiration,CZ_1981burn,0.11793515029462323,TH_Old_Black_Spruce,1.5772502843411584,CZ_1981burn,0.11793515029462323,True,True
NEON,HARV,Harvard Forest & Quabbin Watershed NEON,42.53691,-72.17265,HARV,0.0,5,MA Harvard Forest,0.12881940120547147,30,Harvard Forest,0.6933198803324289,156,MA Harvard Forest,0.12881940120547147,7,Harvard Forest,0.6933198803324289,192,fraction|pool+respiration,MA Harvard Forest,0.12881940120547147,MA Harvard Forest,0.12881940120547147,MA Harvard Forest,0.12881940120547147,True,True
AmeriFlux,US-IB2,Fermi National Accelerator Laboratory- Batavia (Prairie site),41.8406,-88.241,ARL,186.76825720574706,24,NERP,0.1308803361737696,23,Dinesen,583.7058858406999,7,ARL,186.76825720574706,24,HarvardForest,1323.2580828689474,113,fraction,NERP,0.1308803361737696,NERP,0.1308803361737696,ARL,186.76825720574706,True,True
AmeriFlux,US-xHA,NEON Harvard Forest (HARV),42.5369,-72.1727,HARV,0.0032773240688607763,3,MA Harvard Forest,0.13258885094608036,30,Harvard Forest,0.6903193556346926,156,MA Harvard Forest,0.13258885094608036,7,Harvard Forest,0.6903193556346926,192,fraction|pool+respiration,MA Harvard Forest,0.13258885094608036,MA Harvard Forest,0.13258885094608036,MA Harvard Forest,0.13258885094608036,True,True
AmeriFlux,BR-Sa3,Santarem-Km83-Logged Forest,-3.018,-54.9714,FLONA,0.13566884637987647,44,Fazenda Victoria,827.7993629102249,84,FLONA,0.13566884637987647,22,FLONA,0.13566884637987647,44,FLONA,0.13566884637987647,33,pool+respiration,FLONA,0.13566884637987647,Fazenda Victoria,827.7993629102249,FLONA,0.13566884637987647,True,True
AmeriFlux,CA-NS4,UCI-1964 burn site wet,55.9144,-98.3806,CZ_1964burn_NSA,0.1388326825891026,11,NSA_FenTower,2.5005434656502956,77,CZ_1964burn_NSA,0.1388326825891026,2,CZ_1964burn_NSA,0.1388326825891026,11,CZ_1964burn_NSA,0.1388326825891026,3,pool+respiration,CZ_1964burn_NSA,0.1388326825891026,NSA_FenTower,2.5005434656502956,CZ_1964burn_NSA,0.1388326825891026,True,True
AmeriFlux,US-Ha2,Harvard Forest Hemlock Site,42.5393,-72.1779,Harvard Forest,0.18883956553033654,8,Harvard Forest,0.18883956553033654,88,Harvard Forest,0.18883956553033654,156,Harvard Forest,0.18883956553033654,15,Harvard Forest,0.18883956553033654,192,fraction|pool+respiration,Harvard Forest,0.18883956553033654,Harvard Forest,0.18883956553033654,Harvard Forest,0.18883956553033654,True,True
AmeriFlux,CA-NS1,UCI-1850 burn site,55.8792,-98.4839,TH_Old_Black_Spruce,0.21430331113419196,26,TH_Old_Black_Spruce,0.21430331113419196,16,CZ_Old_Black_Spruce,0.24470834801894462,1,CZ_Old_Black_Spruce,0.24470834801894462,15,TH_Old_Black_Spruce,0.21430331113419196,7,fraction,TH_Old_Black_Spruce,0.21430331113419196,TH_Old_Black_Spruce,0.21430331113419196,CZ_Old_Black_Spruce,0.24470834801894462,True,True
AmeriFlux,US-Blo,Blodgett Forest,38.8953,-120.6328,Blodgett,0.22429602706613308,6,Blodgett,0.22429602706613308,18,Chiquito,223.41845166644498,11,Blodgett Forest,2.809156831502402,8,Sedgwick Reserve,469.36999188695177,29,fraction,Blodgett,0.22429602706613308,Blodgett,0.22429602706613308,Blodgett Forest,2.809156831502402,True,True
AmeriFlux,CA-NS3,UCI-1964 burn site,55.9117,-98.3822,CZ_1964burn_NSA,0.25541695023019567,11,NSA_FenTower,2.425147343372656,77,CZ_1964burn_NSA,0.25541695023019567,2,CZ_1964burn_NSA,0.25541695023019567,11,CZ_1964burn_NSA,0.25541695023019567,3,pool+respiration,CZ_1964burn_NSA,0.25541695023019567,NSA_FenTower,2.425147343372656,CZ_1964burn_NSA,0.25541695023019567,True,True
AmeriFlux,CA-Man,Manitoba - Northern Old Black Spruce (former BOREAS Northern Study Area),55.8796,-98.4808,TH_Old_Black_Spruce,0.3276572160049276,26,TH_Old_Black_Spruce,0.3276572160049276,16,CZ_Old_Black_Spruce,0.35131611019367476,1,CZ_Old_Black_Spruce,0.35131611019367476,15,TH_Old_Black_Spruce,0.3276572160049276,7,fraction,TH_Old_Black_Spruce,0.3276572160049276,TH_Old_Black_Spruce,0.3276572160049276,CZ_Old_Black_Spruce,0.35131611019367476,True,True
AmeriFlux,PA-Bar,Barro Colorado Island,9.1568,-79.8486,BCI,0.38759601909683,3,Susua State Forest,1712.0163209335344,8,ZF2,2545.421645010485,5,BCI,0.38759601909683,3,FLONA,3071.389957102243,33,pool+respiration,BCI,0.38759601909683,Susua State Forest,1712.0163209335344,BCI,0.38759601909683,True,True
AmeriFlux,PA-Bas,Barro Colorado Island,9.1565,-79.8482,BCI,0.43647263301946193,3,Susua State Forest,1712.0010859742604,8,ZF2,2545.3669569575836,5,BCI,0.43647263301946193,3,FLONA,3071.336056824406,33,pool+respiration,BCI,0.43647263301946193,Susua State Forest,1712.0010859742604,BCI,0.43647263301946193,True,True
AmeriFlux,US-LPH,Little Prospect Hill,42.5419,-72.185,Harvard Forest,0.4609112984575359,8,Harvard Forest,0.4609112984575359,88,Harvard Forest,0.4609112984575359,156,Harvard Forest,0.4609112984575359,15,Harvard Forest,0.4609112984575359,192,fraction|pool+respiration,Harvard Forest,0.4609112984575359,Harvard Forest,0.4609112984575359,Harvard Forest,0.4609112984575359,True,True
NEON,SOAP,Soaproot Saddle NEON,37.03337,-119.26219,SOAP,0.0,9,Trumbore Musick,0.9400053648049138,51,Musick,0.9400053648049138,16,Trumbore Musick,0.9400053648049138,6,Sedgwick Reserve,268.99195506036955,29,fraction|pool+respiration,Trumbore Musick,0.9400053648049138,Trumbore Musick,0.9400053648049138,Trumbore Musick,0.9400053648049138,True,True
AmeriFlux,US-xSP,NEON Soaproot Saddle (SOAP),37.0334,-119.2622,SOAP,0.0034519279814641747,9,Trumbore Musick,0.9411137810067647,51,Musick,0.9411137810067647,16,Trumbore Musick,0.9411137810067647,6,Sedgwick Reserve,268.9949313350506,29,fraction|pool+respiration,Trumbore Musick,0.9411137810067647,Trumbore Musick,0.9411137810067647,Trumbore Musick,0.9411137810067647,True,True
AmeriFlux,US-MtB,Mt Bigelow,32.416,-110.7256,Mt. Lemmon Granite,0.963569224400625,3,Mt. Lemmon Granite,0.963569224400625,9,Sedgwick Reserve,900.1600594300633,9,Joshua_Tree,550.8141498917157,21,Sedgwick Reserve,900.1600594300633,29,fraction,Mt. Lemmon Granite,0.963569224400625,Mt. Lemmon Granite,0.963569224400625,Joshua_Tree,550.8141498917157,True,True
AmeriFlux,CR-Dos,La Selva T2,10.4322,-84.0106,SELVA,1.1847182460108103,7,Susua State Forest,2026.889836894321,8,ZF2,3013.7806482424335,5,SELVA,1.1847182460108103,6,FLONA,3545.4755487066186,33,pool+respiration,SELVA,1.1847182460108103,Susua State Forest,2026.889836894321,SELVA,1.1847182460108103,False,True
AmeriFlux,US-UMd,UMBS Disturbance,45.5625,-84.6975,MI-Coarse UMBS,1.3040326440197876,48,MI-Coarse UMBS,1.3040326440197876,30,Dinesen,952.246656941506,7,MI-Coarse UMBS,1.3040326440197876,13,Harvard Forest,1053.9856116827523,192,fraction|pool+respiration,MI-Coarse UMBS,1.3040326440197876,MI-Coarse UMBS,1.3040326440197876,MI-Coarse UMBS,1.3040326440197876,False,True
AmeriFlux,US-CZ2,"Sierra Critical Zone, Sierra Transect, Ponderosa Pine Forest, Soaproot Saddle",37.0311,-119.2566,SOAP,0.5567149179982802,9,Trumbore Musick,1.3073150222704146,51,Musick,1.3073150222704146,16,Trumbore Musick,1.3073150222704146,6,Sedgwick Reserve,268.88222212859137,29,fraction|pool+respiration,Trumbore Musick,1.3073150222704146,Trumbore Musick,1.3073150222704146,Trumbore Musick,1.3073150222704146,False,True
NEON,ORNL,Oak Ridge NEON,35.964128,-84.282588,Oak Ridge Reservation,1.6705092128194245,4,Oak Ridge Reservation,1.6705092128194245,12,Treynor,1143.2304786593083,9,Nelson Farm,540.5416055188284,5,HarvardForest,1270.3827159070293,113,fraction,Oak Ridge Reservation,1.6705092128194245,Oak Ridge Reservation,1.6705092128194245,Nelson Farm,540.5416055188284,False,True
AmeriFlux,US-xRN,NEON Oak Ridge National Lab (ORNL),35.9641,-84.2826,Oak Ridge Reservation,1.6707684487623877,4,Oak Ridge Reservation,1.6707684487623877,12,Treynor,1143.231313954777,9,Nelson Farm,540.5398271255759,5,HarvardForest,1270.3855073313457,113,fraction,Oak Ridge Reservation,1.6707684487623877,Oak Ridge Reservation,1.6707684487623877,Nelson Farm,540.5398271255759,False,True
AmeriFlux,US-WBW,Walker Branch Watershed,35.9588,-84.2874,Oak Ridge Reservation,1.671829877992146,4,Oak Ridge Reservation,1.671829877992146,12,Treynor,1143.20054749151,9,Nelson Farm,539.9821285671169,5,HarvardForest,1271.0913626791864,113,fraction,Oak Ridge Reservation,1.671829877992146,Oak Ridge Reservation,1.671829877992146,Nelson Farm,539.9821285671169,False,True
AmeriFlux,US-Bes,Barrow-Bes (Biocomplexity Experiment South tower),71.2809,-156.5965,BARR,0.8153959818869325,3,Hess Creek,707.2667397689542,22,Barrow,1.7845976786850806,49,Barrow,1.7845976786850806,91,Barrow,1.7845976786850806,14,pool+respiration,Barrow,1.7845976786850806,Hess Creek,707.2667397689542,Barrow,1.7845976786850806,False,True
NEON,HEAL,Healy NEON,63.875798,-149.21335,HEAL,0.012019028764481094,3,EML,1.9902916140166955,29,CiPEHR,0.7564003756693849,70,CiPEHR,0.7564003756693849,109,Ikpikpuk River,802.3714113493467,1,fraction|pool+respiration,EML,1.9902916140166955,EML,1.9902916140166955,EML,1.9902916140166955,False,True
AmeriFlux,US-xHE,NEON Healy (HEAL),63.8757,-149.2133,HEAL,0.0022521044762241426,3,EML,1.9943054686811683,29,CiPEHR,0.7650900721708367,70,CiPEHR,0.7650900721708367,109,Ikpikpuk River,802.3825790215539,1,fraction|pool+respiration,EML,1.9943054686811683,EML,1.9943054686811683,EML,1.9943054686811683,False,True
